#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 485400      1.03e-01    5.06e-02      2.59e-03    1.32e-03      5.85e-02    2.87e-02    2.0e-06
 485500      7.52e-02    7.88e-02      5.29e-04    4.54e-05      4.34e-02    4.56e-02    2.0e-06
 485600      7.39e-02    5.87e-02      8.35e-04    3.39e-03      4.26e-02    3.32e-02    2.0e-06
 485700      3.47e-02    2.17e-01      2.64e-03    7.08e-03      1.91e-02    1.22e-01    2.0e-06
 485800      8.22e-02    2.60e-02      2.54e-04    2.63e-03      4.75e-02    1.37e-02    2.0e-06
 485900      1.92e-01    4.26e-02      2.47e-03    4.28e-03      1.10e-01    2.25e-02    2.0e-06
 486000      5.67e-02    8.64e-02      4.46e-04    2.11e-04      3.27e-02    5.00e-02    2.0e-06
 486100      1.96e-02    9.39e-02      1.04e-04    2.91e-04      1.13e-02    5.43e-02    2.0e-06
 486200      1.13e-01    1.57e-05      1.07e-03    1.57e-05      6.49e-02    5.72e-17    2.0e-06
 486300      9.17e-02    7.90e-02      3.42e-04    6.02e-04      5.30e-02    4.55e-02    2.0e-06
 486400      1.65e-02    1.53e-02      1.84e-03    1.53e-02      8.54e-03    2.15e-17    2.0e-06
 486500      2.08e-02    1.56e-02      1.38e-03    1.08e-03      1.16e-02    8.67e-03    2.0e-06
 486600      8.93e-02    1.00e-01      1.62e-03    5.59e-04      5.12e-02    5.78e-02    2.0e-06
 486700      1.11e-01    4.46e-03      4.73e-05    4.47e-03      6.43e-02    4.92e-18    2.0e-06
 486800      7.74e-02    6.61e-02      5.53e-03    3.52e-03      3.81e-02    3.52e-02    2.0e-06
 486900      1.57e-02    7.52e-02      1.26e-03    3.36e-04      8.60e-03    4.35e-02    2.0e-06
 487000      1.37e-01    8.03e-02      3.20e-04    4.56e-04      7.93e-02    4.64e-02    2.0e-06
 487100      7.19e-02    2.51e-01      1.19e-03    7.42e-02      4.13e-02    1.32e-01    2.0e-06
 487200      2.04e-02    7.01e-02      1.55e-03    1.45e-03      1.12e-02    4.01e-02    2.0e-06
 487300      2.21e-01    1.56e-03      2.37e-03    1.10e-03      1.27e-01    1.42e-07    2.0e-06
 487400      1.92e-01    4.98e-02      2.67e-03    1.65e-03      1.10e-01    2.86e-02    2.0e-06
 487500      6.44e-02    7.62e-02      5.58e-04    1.32e-03      3.71e-02    4.37e-02    2.0e-06
 487600      4.71e-02    6.20e-02      1.94e-03    5.99e-04      2.60e-02    3.58e-02    2.0e-06
 487700      2.15e-02    8.62e-02      1.61e-03    3.55e-04      1.19e-02    4.98e-02    2.0e-06
 487800      3.03e-02    8.57e-02      5.56e-03    1.54e-03      1.19e-02    4.86e-02    2.0e-06
 487900      1.68e-02    5.93e-02      2.22e-03    1.35e-03      8.23e-03    3.38e-02    2.0e-06
 488000      9.44e-02    1.62e-02      6.08e-03    1.15e-02      4.81e-02    3.04e-06    2.0e-06
 488100      7.40e-02    2.40e-03      1.15e-03    1.70e-03      4.25e-02    1.27e-06    2.0e-06
 488200      1.83e-02    8.13e-03      4.77e-04    5.76e-03      1.05e-02    3.10e-07    2.0e-06
 488300      1.02e-01    5.96e-02      3.29e-04    3.59e-05      5.90e-02    3.45e-02    2.0e-06
 488400      7.76e-02    2.19e-02      5.93e-04    1.04e-03      4.48e-02    1.24e-02    2.0e-06
 488500      9.25e-02    1.22e-01      3.70e-03    4.11e-03      5.12e-02    6.84e-02    2.0e-06
 488600      1.05e-02    4.72e-02      9.64e-04    1.40e-03      5.63e-03    2.66e-02    2.0e-06
 488700      2.27e-02    1.11e-02      1.95e-03    6.61e-03      1.23e-02    3.44e-03    2.0e-06
 488800      9.98e-03    6.66e-03      5.17e-04    6.67e-03      5.65e-03    1.93e-17    2.0e-06
 488900      6.24e-02    5.84e-02      1.75e-04    2.93e-03      3.61e-02    3.14e-02    2.0e-06
 489000      9.03e-02    1.25e-02      2.93e-03    1.25e-02      5.07e-02    6.06e-17    2.0e-06
 489100      8.66e-02    1.31e-02      1.56e-03    9.29e-03      4.96e-02    2.25e-06    2.0e-06
 489200      8.27e-02    5.90e-03      4.31e-03    5.91e-03      4.42e-02    1.76e-17    2.0e-06
 489300      5.00e-02    1.14e-02      5.10e-04    1.14e-02      2.88e-02    6.46e-17    2.0e-06
 489400      2.67e-02    6.24e-02      3.89e-03    1.74e-03      1.26e-02    3.59e-02    2.0e-06
 489500      1.49e-01    2.71e-02      1.50e-03    3.24e-03      8.61e-02    1.37e-02    2.0e-06
 489600      1.22e-01    5.94e-02      4.49e-03    1.45e-03      6.83e-02    3.38e-02    2.0e-06
 489700      3.45e-02    9.28e-02      4.58e-03    5.59e-03      1.69e-02    4.81e-02    2.0e-06
 489800      5.93e-02    8.78e-02      5.57e-05    4.80e-04      3.43e-02    5.07e-02    2.0e-06
 489900      5.94e-02    6.43e-02      2.56e-04    3.68e-03      3.43e-02    3.37e-02    2.0e-06
 490000      3.38e-02    9.26e-02      6.71e-03    1.45e-04      1.19e-02    5.36e-02    2.0e-06
 490100      9.83e-02    1.37e-01      9.50e-04    1.04e-03      5.79e-02    8.06e-02    1.9e-06
 490200      9.80e-03    9.07e-02      5.61e-04    8.66e-03      5.63e-03    5.05e-02    1.9e-06
 490300      7.85e-02    1.97e-02      8.86e-05    1.79e-03      4.64e-02    1.08e-02    1.9e-06
 490400      1.59e-02    6.08e-01      2.57e-04    3.22e-01      9.40e-03    2.38e-01    1.9e-06
 490500      5.41e-02    2.70e-02      1.34e-03    1.91e-02      3.14e-02    3.51e-07    1.9e-06
 490600      7.37e-02    8.67e-02      2.13e-04    5.93e-04      4.35e-02    5.11e-02    1.9e-06
 490700      8.27e-02    7.28e-02      2.85e-03    5.21e-04      4.73e-02    4.29e-02    1.9e-06
 490800      7.10e-02    7.13e-02      2.49e-04    4.08e-05      4.19e-02    4.21e-02    1.9e-06
 490900      1.14e-01    7.58e-02      1.67e-03    8.22e-04      6.70e-02    4.46e-02    1.9e-06
 491000      1.94e-02    1.14e-01      2.85e-04    3.10e-03      1.14e-02    6.61e-02    1.9e-06
 491100      8.82e-02    5.28e-02      1.00e-03    1.49e-03      5.19e-02    3.05e-02    1.9e-06
 491200      2.65e-02    1.30e-02      4.14e-03    9.20e-03      1.22e-02    9.70e-08    1.9e-06
 491300      1.36e-02    1.04e-01      1.93e-03    5.86e-04      6.58e-03    6.16e-02    1.9e-06
 491400      2.82e-02    3.04e-02      4.95e-04    1.75e-03      1.66e-02    1.75e-02    1.9e-06
 491500      1.11e-01    4.75e-01      2.92e-03    1.06e-02      6.45e-02    2.77e-01    1.9e-06
 491600      2.22e-02    4.50e-03      2.57e-03    3.18e-03      1.16e-02    3.08e-07    1.9e-06
 491700      9.85e-02    1.55e-01      1.95e-04    2.18e-03      5.82e-02    9.03e-02    1.9e-06
 491800      1.39e-02    5.16e-02      1.80e-03    4.85e-04      7.03e-03    3.04e-02    1.9e-06
 491900      1.01e-01    1.96e-01      3.79e-04    7.70e-05      5.96e-02    1.16e-01    1.9e-06
 492000      1.34e-02    9.68e-03      2.31e-03    9.69e-03      5.78e-03    9.46e-18    1.9e-06
 492100      7.26e-02    4.80e-02      3.28e-03    1.41e-03      4.04e-02    2.77e-02    1.9e-06
 492200      6.82e-02    6.51e-01      3.37e-04    1.71e-02      4.03e-02    3.84e-01    1.9e-06
 492300      7.41e-02    5.90e-02      9.43e-04    1.42e-04      4.36e-02    3.48e-02    1.9e-06
 492400      1.16e-01    8.10e-03      1.57e-03    8.11e-03      6.81e-02    7.39e-17    1.9e-06
 492500      2.12e-01    3.15e-02      1.47e-03    6.90e-04      1.25e-01    1.85e-02    1.9e-06
 492600      2.08e-02    5.00e-02      3.52e-03    5.89e-03      9.08e-03    2.70e-02    1.9e-06
 492700      7.80e-02    7.88e-02      7.68e-04    1.10e-03      4.59e-02    4.63e-02    1.9e-06
 492800      6.21e-02    4.51e-02      9.83e-04    1.20e-03      3.65e-02    2.62e-02    1.9e-06
 492900      6.41e-02    1.03e-01      9.13e-04    3.14e-04      3.76e-02    6.06e-02    1.9e-06
 493000      6.56e-02    8.56e-02      1.49e-03    3.90e-03      3.82e-02    4.40e-02    1.9e-06
 493100      1.73e-02    6.90e-02      1.71e-03    2.79e-04      9.41e-03    4.07e-02    1.9e-06
 493200      9.39e-02    8.94e-02      7.94e-05    6.28e-04      5.54e-02    5.26e-02    1.9e-06
 493300      1.93e-01    9.06e-03      1.79e-03    6.41e-03      1.13e-01    5.00e-07    1.9e-06
 493400      2.30e-02    2.76e-01      7.43e-04    7.35e-03      1.35e-02    1.55e-01    1.9e-06
 493500      1.80e-02    8.61e-02      2.15e-03    1.93e-04      9.36e-03    5.08e-02    1.9e-06
 493600      1.11e-01    5.16e-02      1.05e-03    2.20e-04      6.54e-02    3.05e-02    1.9e-06
 493700      7.47e-02    4.50e-02      5.05e-04    2.62e-03      4.41e-02    2.60e-02    1.9e-06
 493800      1.92e-02    7.95e-02      3.92e-04    2.91e-05      1.13e-02    4.70e-02    1.9e-06
 493900      1.37e-02    1.77e-01      5.96e-05    5.27e-03      8.08e-03    1.02e-01    1.9e-06
 494000      6.66e-02    3.14e-02      1.02e-03    2.23e-02      3.91e-02    7.10e-07    1.9e-06
 494100      6.82e-02    3.28e-01      5.42e-04    2.32e-01      4.02e-02    5.71e-03    1.9e-06
 494200      1.04e-01    1.30e-01      2.32e-03    3.58e-03      6.05e-02    7.53e-02    1.9e-06
 494300      1.37e-02    9.21e-02      1.35e-03    9.71e-05      7.43e-03    5.44e-02    1.9e-06
 494400      3.43e-02    7.35e-02      4.60e-03    5.11e-03      1.71e-02    3.73e-02    1.9e-06
 494500      6.54e-02    7.87e-02      2.66e-03    3.27e-04      3.43e-02    4.65e-02    1.9e-06
 494600      1.36e-02    9.88e-02      4.60e-05    5.23e-04      8.02e-03    5.83e-02    1.9e-06
 494700      1.42e-02    8.07e-02      8.65e-04    1.68e-03      8.12e-03    4.71e-02    1.9e-06
 494800      6.09e-02    1.00e-01      9.54e-04    1.22e-03      3.57e-02    5.90e-02    1.9e-06
 494900      1.72e-02    9.42e-02      3.89e-04    6.36e-04      1.01e-02    5.56e-02    1.9e-06
 495000      2.10e-01    5.78e-02      5.98e-05    2.49e-03      1.24e-01    3.24e-02    1.9e-06
 495100      8.68e-02    5.54e-02      1.49e-03    2.50e-04      5.20e-02    3.34e-02    1.8e-06
 495200      3.20e-02    1.57e-02      2.56e-03    1.11e-02      1.83e-02    2.24e-07    1.8e-06
 495300      9.89e-02    1.26e-01      2.72e-03    3.12e-04      5.84e-02    7.60e-02    1.8e-06
 495400      8.08e-02    7.57e-03      2.83e-03    5.36e-03      4.71e-02    9.05e-08    1.8e-06
 495500      8.12e-02    7.93e-02      2.10e-04    2.21e-04      4.89e-02    4.78e-02    1.8e-06
 495600      2.01e-02    5.22e-02      1.83e-03    4.00e-04      1.13e-02    3.14e-02    1.8e-06
 495700      5.60e-02    8.70e-02      6.64e-04    1.32e-03      3.36e-02    5.22e-02    1.8e-06
 495800      8.64e-02    1.16e-02      4.04e-03    1.17e-02      4.89e-02    3.81e-17    1.8e-06
 495900      1.76e-02    4.74e-03      2.80e-03    4.75e-03      8.16e-03    5.66e-17    1.8e-06
 496000      8.37e-02    2.56e-01      1.75e-03    1.72e-01      4.98e-02    4.71e-02    1.8e-06
 496100      9.41e-02    7.65e-02      8.54e-04    3.17e-03      5.66e-02    4.40e-02    1.8e-06
 496200      9.05e-02    1.92e-01      1.99e-03    1.14e-03      5.39e-02    1.16e-01    1.8e-06
 496300      7.44e-02    4.34e-02      1.56e-03    2.69e-02      4.43e-02    1.26e-02    1.8e-06
 496400      8.62e-02    2.12e-02      1.47e-03    3.69e-03      5.16e-02    9.21e-03    1.8e-06
 496500      1.49e-02    7.92e-02      7.09e-04    1.36e-04      8.85e-03    4.77e-02    1.8e-06
 496600      1.40e-02    1.94e-02      1.85e-03    1.39e-03      7.16e-03    1.12e-02    1.8e-06
 496700      8.83e-02    1.77e-02      5.11e-03    1.77e-02      4.82e-02    4.46e-18    1.8e-06
 496800      7.69e-02    6.83e-02      1.42e-03    1.94e-03      4.59e-02    4.03e-02    1.8e-06
 496900      6.08e-02    2.25e-02      8.74e-04    4.15e-03      3.65e-02    9.14e-03    1.8e-06
 497000      6.38e-02    5.57e-02      5.63e-05    1.55e-03      3.85e-02    3.29e-02    1.8e-06
 497100      6.37e-02    7.28e-02      2.46e-03    1.59e-03      3.68e-02    4.33e-02    1.8e-06
 497200      8.18e-02    2.66e-02      3.37e-03    3.23e-03      4.70e-02    1.40e-02    1.8e-06
 497300      1.47e-02    5.66e-02      1.95e-03    3.07e-04      7.52e-03    3.41e-02    1.8e-06
 497400      6.76e-02    1.16e-01      1.71e-03    3.03e-03      4.01e-02    6.87e-02    1.8e-06
 497500      6.11e-02    1.70e-03      1.81e-03    1.70e-03      3.60e-02    5.55e-17    1.8e-06
 497600      2.34e-02    4.12e-02      3.17e-03    2.92e-02      1.19e-02    4.28e-07    1.8e-06
 497700      1.07e-01    8.62e-02      5.93e-04    2.07e-03      6.45e-02    5.12e-02    1.8e-06
 497800      8.01e-02    1.67e-01      2.51e-03    4.87e-03      4.70e-02    9.82e-02    1.8e-06
 497900      1.54e-01    2.65e-01      2.65e-03    1.50e-03      9.24e-02    1.60e-01    1.8e-06
 498000      8.16e-02    1.44e-02      1.60e-03    1.02e-02      4.87e-02    4.90e-07    1.8e-06
 498100      8.60e-02    8.99e-02      1.55e-04    4.89e-05      5.18e-02    5.42e-02    1.8e-06
 498200      1.60e-01    2.37e-03      1.59e-03    2.37e-03      9.61e-02    2.68e-17    1.8e-06
 498300      3.40e-02    1.50e-01      4.84e-03    1.97e-03      1.69e-02    8.96e-02    1.8e-06
 498400      1.41e-02    8.13e-02      1.04e-03    7.41e-05      8.13e-03    4.90e-02    1.8e-06
 498500      1.62e-01    7.88e-03      5.94e-03    5.58e-03      9.40e-02    5.11e-07    1.8e-06
 498600      6.72e-02    9.38e-02      1.52e-03    1.67e-03      4.00e-02    5.54e-02    1.8e-06
 498700      2.76e-02    4.68e-02      4.82e-03    1.91e-04      1.19e-02    2.82e-02    1.8e-06
 498800      1.00e-01    9.98e-02      1.80e-03    4.66e-03      5.98e-02    5.65e-02    1.8e-06
 498900      8.60e-02    4.87e-02      7.46e-04    1.28e-03      5.18e-02    2.88e-02    1.8e-06
 499000      6.53e-02    8.17e-02      1.90e-03    3.03e-04      3.85e-02    4.92e-02    1.8e-06
 499100      6.24e-02    1.01e-01      1.50e-03    5.31e-02      3.70e-02    4.09e-02    1.8e-06
 499200      2.59e-02    5.68e-02      2.38e-03    5.77e-03      1.46e-02    3.21e-02    1.8e-06
 499300      1.07e-01    8.68e-02      3.22e-03    1.10e-03      6.32e-02    5.18e-02    1.8e-06
 499400      7.13e-02    8.81e-02      2.52e-03    1.44e-03      4.15e-02    5.28e-02    1.8e-06
 499500      1.45e-02    2.76e-02      1.90e-03    4.56e-03      7.45e-03    1.25e-02    1.8e-06
 499600      2.10e-01    7.63e-02      3.06e-03    2.72e-03      1.25e-01    4.24e-02    1.8e-06
 499700      1.38e-02    3.11e-01      6.75e-04    1.87e-02      8.13e-03    1.68e-01    1.8e-06
 499800      7.22e-02    7.26e-02      1.49e-03    6.40e-04      4.30e-02    4.37e-02    1.8e-06
 499900      2.16e-01    5.64e-02      1.69e-03    9.47e-04      1.30e-01    3.37e-02    1.8e-06
 500000      5.89e-02    6.84e-02      1.72e-03    6.15e-04      3.47e-02    4.11e-02    1.8e-06
 500100      8.57e-02    1.19e-01      3.90e-03    6.91e-02      4.98e-02    4.20e-02    1.6e-06
 500200      8.50e-02    1.27e-02      2.31e-03    1.27e-02      5.12e-02    2.20e-17    1.6e-06
 500300      8.64e-02    1.46e-02      2.42e-04    1.46e-02      5.32e-02    1.69e-17    1.6e-06
 500400      2.03e-02    2.38e-01      1.15e-03    1.62e-01      1.22e-02    4.05e-02    1.6e-06
 500500      4.99e-02    7.94e-02      4.23e-04    9.03e-05      3.06e-02    4.88e-02    1.6e-06
 500600      1.86e-02    5.51e-02      2.75e-03    3.56e-04      9.26e-03    3.39e-02    1.6e-06
 500700      1.04e-01    7.67e-02      6.15e-04    1.08e-03      6.42e-02    4.70e-02    1.6e-06
 500800      6.07e-02    5.22e-03      1.35e-03    5.23e-03      3.68e-02    1.80e-17    1.6e-06
 500900      2.35e-02    4.82e-02      7.47e-04    3.38e-02      1.43e-02    4.27e-03    1.6e-06
 501000      8.37e-02    6.88e-02      7.35e-04    1.13e-03      5.14e-02    4.16e-02    1.6e-06
 501100      6.46e-02    8.46e-02      6.98e-04    2.00e-03      3.96e-02    5.13e-02    1.6e-06
 501200      1.63e-02    9.70e-02      2.90e-04    1.76e-03      9.99e-03    5.85e-02    1.6e-06
 501300      6.19e-02    7.75e-02      2.35e-03    6.65e-04      3.44e-02    4.75e-02    1.6e-06
 501400      6.46e-02    9.46e-02      6.89e-04    5.01e-04      3.96e-02    5.81e-02    1.6e-06
 501500      1.27e-02    4.92e-02      1.47e-03    3.48e-02      6.96e-03    7.86e-04    1.6e-06
 501600      3.13e-02    7.66e-04      5.26e-03    7.67e-04      1.43e-02    4.15e-17    1.6e-06
 501700      1.00e-01    7.16e-03      3.36e-03    5.06e-03      5.98e-02    2.60e-07    1.6e-06
 501800      6.14e-02    6.57e-02      1.23e-03    5.59e-04      3.74e-02    4.02e-02    1.6e-06
 501900      9.79e-02    2.06e-02      6.23e-04    1.46e-02      6.01e-02    9.63e-08    1.6e-06
 502000      2.22e-02    6.22e-02      3.37e-03    7.64e-04      1.09e-02    3.79e-02    1.6e-06
 502100      5.38e-02    1.25e-01      7.76e-04    1.72e-04      3.29e-02    7.71e-02    1.6e-06
 502200      2.23e-02    9.88e-02      2.84e-03    3.34e-03      1.18e-02    5.89e-02    1.6e-06
 502300      5.59e-02    8.97e-02      2.22e-04    3.48e-03      3.44e-02    5.29e-02    1.6e-06
 502400      7.29e-02    1.41e-01      8.41e-04    6.08e-04      4.47e-02    8.68e-02    1.6e-06
 502500      1.05e-02    6.21e-02      2.53e-04    3.75e-04      6.46e-03    3.82e-02    1.6e-06
 502600      2.22e-02    1.28e-02      3.44e-03    1.28e-02      1.08e-02    2.89e-17    1.6e-06
 502700      7.53e-02    5.48e-02      1.30e-03    3.01e-03      4.60e-02    3.09e-02    1.6e-06
 502800      3.43e-02    2.66e-02      6.24e-03    3.00e-04      1.45e-02    1.64e-02    1.6e-06
 502900      8.75e-02    6.32e-02      2.86e-03    4.47e-02      5.23e-02    1.06e-06    1.6e-06
 503000      7.12e-02    1.30e-02      9.92e-04    1.31e-02      4.36e-02    8.18e-17    1.6e-06
 503100      1.76e-01    7.64e-02      6.49e-04    2.85e-03      1.08e-01    4.52e-02    1.6e-06
 503200      9.24e-02    5.09e-02      7.21e-05    1.28e-03      5.68e-02    3.00e-02    1.6e-06
 503300      7.82e-02    6.46e-02      1.57e-03    4.57e-02      4.76e-02    1.24e-06    1.6e-06
 503400      1.11e-02    6.86e-02      1.20e-03    8.95e-04      6.15e-03    4.18e-02    1.6e-06
 503500      5.22e-02    3.40e-02      6.82e-04    1.37e-03      3.20e-02    2.06e-02    1.6e-06
 503600      8.51e-02    1.78e-02      4.80e-04    1.38e-04      5.23e-02    1.10e-02    1.6e-06
 503700      9.03e-02    9.19e-02      1.82e-03    5.32e-04      5.49e-02    5.65e-02    1.6e-06
 503800      6.52e-02    2.30e-02      5.21e-04    1.63e-02      4.01e-02    1.22e-06    1.6e-06
 503900      5.37e-02    5.82e-02      2.69e-04    2.17e-04      3.30e-02    3.58e-02    1.6e-06
 504000      1.51e-01    6.02e-02      1.85e-03    1.56e-03      9.23e-02    3.64e-02    1.6e-06
 504100      8.67e-02    1.36e-01      2.44e-03    5.37e-03      5.22e-02    8.01e-02    1.6e-06
 504200      1.53e-02    1.28e-01      1.99e-03    3.56e-03      8.01e-03    7.71e-02    1.6e-06
 504300      1.17e-02    1.56e-01      4.76e-04    2.40e-03      7.09e-03    9.51e-02    1.6e-06
 504400      8.17e-02    3.95e-02      9.68e-04    1.77e-04      5.00e-02    2.43e-02    1.6e-06
 504500      1.70e-01    4.04e-02      1.73e-03    7.52e-04      1.04e-01    2.48e-02    1.6e-06
 504600      2.19e-02    3.42e-02      7.46e-04    7.50e-05      1.34e-02    2.11e-02    1.6e-06
 504700      2.32e-02    4.46e-02      5.00e-03    4.18e-05      7.24e-03    2.74e-02    1.6e-06
 504800      6.71e-02    2.06e-01      4.39e-03    1.48e-02      3.62e-02    1.08e-01    1.6e-06
 504900      1.02e-01    8.60e-02      2.85e-03    3.86e-04      6.14e-02    5.28e-02    1.6e-06
 505000      7.34e-02    6.19e-02      3.16e-03    1.44e-03      4.29e-02    3.75e-02    1.6e-06
 505100      3.06e-02    2.33e-02      1.26e-03    1.05e-03      1.89e-02    1.44e-02    1.5e-06
 505200      1.46e-02    1.56e-01      2.55e-03    6.50e-04      6.58e-03    9.76e-02    1.5e-06
 505300      7.38e-02    1.51e-02      2.95e-03    1.07e-02      4.43e-02    4.95e-07    1.5e-06
 505400      2.12e-02    2.57e-01      2.12e-03    1.82e-01      1.22e-02    1.11e-03    1.5e-06
 505500      1.01e-01    1.28e-01      1.68e-03    3.16e-04      6.31e-02    8.00e-02    1.5e-06
