#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 459200      2.31e-02    5.99e-02      1.65e-03    1.35e-04      1.12e-02    3.02e-02    2.9e-06
 459300      2.42e-02    2.50e-01      3.71e-03    1.77e-01      9.63e-03    2.50e-03    2.9e-06
 459400      1.44e-01    7.94e-02      5.48e-04    1.20e-03      7.25e-02    3.95e-02    2.9e-06
 459500      1.36e-01    2.01e-01      1.77e-06    8.02e-03      6.85e-02    9.71e-02    2.9e-06
 459600      9.41e-02    7.33e-02      1.95e-03    2.12e-03      4.70e-02    3.61e-02    2.9e-06
 459700      2.48e-01    3.52e-02      9.44e-04    4.09e-03      1.25e-01    1.58e-02    2.9e-06
 459800      2.78e-01    1.07e-02      4.69e-03    1.07e-02      1.38e-01    4.63e-17    2.9e-06
 459900      2.03e-02    6.95e-02      6.59e-04    1.19e-03      1.02e-02    3.48e-02    2.9e-06
 460000      1.23e-01    6.87e-02      1.35e-03    1.86e-03      6.17e-02    3.40e-02    2.9e-06
 460100      2.22e-02    1.03e-01      1.26e-03    6.32e-04      1.12e-02    5.30e-02    2.7e-06
 460200      2.59e-01    1.77e-02      2.22e-03    1.78e-02      1.33e-01    3.25e-17    2.7e-06
 460300      1.06e-01    5.82e-02      3.89e-04    3.58e-03      5.46e-02    2.94e-02    2.7e-06
 460400      1.32e-01    4.20e-02      8.72e-04    6.82e-03      6.79e-02    1.65e-02    2.7e-06
 460500      7.78e-02    1.34e-01      1.30e-04    2.28e-03      4.02e-02    6.86e-02    2.7e-06
 460600      1.03e-02    6.22e-02      3.26e-05    8.52e-04      5.31e-03    3.20e-02    2.7e-06
 460700      1.35e-01    9.34e-02      1.49e-03    2.91e-03      6.97e-02    4.70e-02    2.7e-06
 460800      9.20e-02    6.68e-03      2.37e-03    6.69e-03      4.67e-02    1.68e-17    2.7e-06
 460900      2.45e-02    1.06e-01      9.02e-04    7.48e-02      1.26e-02    1.21e-03    2.7e-06
 461000      6.33e-02    3.01e-01      3.03e-03    1.42e-01      3.06e-02    1.16e-01    2.7e-06
 461100      2.46e-01    4.86e-03      5.07e-03    4.86e-03      1.24e-01    1.55e-17    2.7e-06
 461200      2.16e-01    1.09e-01      1.85e-03    4.65e-04      1.11e-01    5.62e-02    2.7e-06
 461300      1.33e-01    9.38e-02      7.29e-04    3.15e-04      6.85e-02    4.85e-02    2.7e-06
 461400      7.82e-02    8.40e-02      1.41e-03    2.31e-03      4.00e-02    4.25e-02    2.7e-06
 461500      9.73e-02    2.22e-01      1.83e-03    1.57e-01      4.98e-02    1.38e-03    2.7e-06
 461600      1.12e-01    7.16e-03      3.01e-03    7.17e-03      5.66e-02    7.92e-17    2.7e-06
 461700      1.31e-02    8.91e-02      7.47e-04    3.63e-03      6.60e-03    4.39e-02    2.7e-06
 461800      8.99e-02    2.22e-02      2.86e-03    1.57e-02      4.52e-02    3.21e-07    2.7e-06
 461900      1.83e-02    1.00e-01      1.15e-03    6.55e-04      9.17e-03    5.17e-02    2.7e-06
 462000      6.91e-02    7.04e-02      1.41e-04    6.79e-04      3.57e-02    3.63e-02    2.7e-06
 462100      1.04e-01    1.08e-01      1.70e-03    6.71e-02      5.35e-02    2.63e-02    2.7e-06
 462200      7.94e-02    1.00e-01      2.36e-03    1.97e-03      4.01e-02    5.06e-02    2.7e-06
 462300      3.03e-02    8.67e-02      3.08e-03    1.32e-03      1.43e-02    4.45e-02    2.7e-06
 462400      2.02e-02    4.30e-03      1.46e-03    3.05e-03      1.00e-02    2.72e-07    2.7e-06
 462500      9.31e-02    1.95e-02      3.57e-03    1.38e-02      4.62e-02    3.21e-07    2.7e-06
 462600      7.91e-02    1.03e-01      1.26e-03    2.02e-03      4.06e-02    5.21e-02    2.7e-06
 462700      8.37e-02    1.18e-01      8.12e-04    1.72e-03      4.31e-02    6.00e-02    2.7e-06
 462800      9.08e-02    1.51e-04      1.84e-03    1.52e-04      4.64e-02    3.38e-17    2.7e-06
 462900      9.29e-02    7.64e-03      1.53e-03    5.41e-03      4.76e-02    1.64e-07    2.7e-06
 463000      8.24e-02    2.17e-02      9.27e-04    2.93e-03      4.24e-02    9.45e-03    2.7e-06
 463100      1.19e-01    1.15e-01      3.49e-04    1.60e-03      6.14e-02    5.93e-02    2.7e-06
 463200      1.10e-01    2.34e-01      9.19e-04    1.09e-03      5.68e-02    1.21e-01    2.7e-06
 463300      1.08e-01    6.48e-02      1.95e-03    1.82e-04      5.52e-02    3.35e-02    2.7e-06
 463400      1.82e-02    1.93e-01      3.64e-03    9.54e-02      5.65e-03    7.15e-02    2.7e-06
 463500      8.06e-02    6.47e-02      1.13e-03    2.67e-03      4.14e-02    3.19e-02    2.7e-06
 463600      1.09e-01    9.98e-02      1.95e-03    4.83e-04      5.57e-02    5.15e-02    2.7e-06
 463700      9.67e-02    1.41e-02      3.19e-03    9.97e-03      4.85e-02    2.62e-07    2.7e-06
 463800      9.75e-02    1.01e-01      2.64e-04    9.28e-04      5.04e-02    5.20e-02    2.7e-06
 463900      7.86e-02    8.92e-02      1.59e-03    7.68e-04      4.02e-02    4.60e-02    2.7e-06
 464000      1.39e-02    3.12e-02      1.51e-03    2.21e-02      6.50e-03    1.10e-06    2.7e-06
 464100      7.25e-02    2.16e-02      9.79e-04    7.29e-04      3.73e-02    1.11e-02    2.7e-06
 464200      9.18e-02    8.05e-02      7.65e-04    1.20e-03      4.74e-02    4.14e-02    2.7e-06
 464300      9.86e-02    9.53e-02      5.55e-04    1.89e-03      5.09e-02    4.87e-02    2.7e-06
 464400      6.79e-02    5.99e-02      3.02e-04    8.88e-04      3.51e-02    3.08e-02    2.7e-06
 464500      1.63e-02    1.13e-01      1.26e-03    1.57e-03      8.04e-03    5.82e-02    2.7e-06
 464600      3.98e-02    1.66e-02      1.82e-04    1.67e-02      2.06e-02    6.16e-17    2.7e-06
 464700      6.80e-02    8.48e-03      5.56e-04    6.01e-03      3.51e-02    8.72e-08    2.7e-06
 464800      8.58e-02    1.91e-01      6.51e-05    2.72e-03      4.43e-02    9.73e-02    2.7e-06
 464900      1.96e-01    1.19e-01      1.73e-03    2.19e-03      1.01e-01    6.05e-02    2.7e-06
 465000      2.62e-02    6.92e-02      3.39e-03    9.48e-04      1.16e-02    3.56e-02    2.7e-06
 465100      1.15e-01    7.84e-02      2.62e-03    5.68e-03      6.02e-02    3.52e-02    2.6e-06
 465200      1.19e-01    6.51e-02      5.28e-03    2.31e-03      5.95e-02    3.33e-02    2.6e-06
 465300      1.43e-02    4.95e-02      7.38e-04    9.81e-04      7.40e-03    2.59e-02    2.6e-06
 465400      1.14e-01    9.15e-03      1.34e-03    9.16e-03      5.99e-02    2.40e-17    2.6e-06
 465500      6.99e-02    6.11e-02      2.01e-03    6.11e-02      3.62e-02    0.00e+00    2.6e-06
 465600      1.04e-01    5.62e-03      2.01e-03    5.63e-03      5.42e-02    2.33e-17    2.6e-06
 465700      9.78e-02    5.51e-02      1.87e-03    3.62e-04      5.13e-02    2.91e-02    2.6e-06
 465800      2.45e-02    8.91e-02      4.32e-03    1.57e-03      9.18e-03    4.68e-02    2.6e-06
 465900      1.14e-01    6.87e-02      1.28e-03    2.00e-03      5.99e-02    3.55e-02    2.6e-06
 466000      2.23e-02    2.17e-01      6.60e-04    1.21e-02      1.17e-02    1.05e-01    2.6e-06
 466100      2.74e-02    2.61e-02      7.83e-04    9.72e-04      1.44e-02    1.37e-02    2.6e-06
 466200      6.51e-02    1.10e-01      4.98e-04    2.64e-04      3.44e-02    5.80e-02    2.6e-06
 466300      2.15e-01    7.21e-03      1.95e-03    7.22e-03      1.13e-01    6.57e-17    2.6e-06
 466400      1.21e-01    8.42e-03      3.82e-03    8.43e-03      6.21e-02    3.40e-17    2.6e-06
 466500      1.52e-02    9.76e-02      2.71e-04    9.45e-04      8.00e-03    5.15e-02    2.6e-06
 466600      7.27e-02    1.27e-01      7.61e-04    6.92e-04      3.83e-02    6.73e-02    2.6e-06
 466700      6.52e-02    3.63e-02      1.06e-04    4.79e-03      3.45e-02    1.63e-02    2.6e-06
 466800      1.19e-02    1.87e-01      1.14e-03    7.29e-03      5.80e-03    9.49e-02    2.6e-06
 466900      1.00e-01    1.12e-01      4.08e-04    1.25e-03      5.29e-02    5.92e-02    2.6e-06
 467000      1.07e-01    7.78e-02      2.37e-03    1.42e-03      5.57e-02    4.08e-02    2.6e-06
 467100      9.03e-02    2.64e-02      3.25e-04    8.77e-04      4.77e-02    1.38e-02    2.6e-06
 467200      7.62e-02    5.84e-03      8.88e-04    5.84e-03      4.02e-02    3.38e-17    2.6e-06
 467300      1.70e-02    6.84e-02      1.09e-03    9.89e-05      8.67e-03    3.62e-02    2.6e-06
 467400      2.88e-02    7.95e-02      4.74e-03    4.58e-04      1.15e-02    4.20e-02    2.6e-06
 467500      4.40e-02    9.51e-02      8.64e-03    3.21e-03      1.44e-02    4.88e-02    2.6e-06
 467600      9.75e-02    9.45e-02      1.23e-03    1.43e-03      5.13e-02    4.97e-02    2.6e-06
 467700      6.91e-02    4.45e-02      8.16e-04    2.76e-03      3.64e-02    2.10e-02    2.6e-06
 467800      8.11e-02    6.34e-02      2.15e-03    1.52e-03      4.21e-02    3.30e-02    2.6e-06
 467900      9.89e-02    6.41e-03      4.56e-04    4.54e-03      5.23e-02    1.04e-07    2.6e-06
 468000      1.11e-01    7.53e-02      1.92e-03    1.07e-03      5.84e-02    3.96e-02    2.6e-06
 468100      2.12e-02    4.20e-02      1.64e-03    1.32e-03      1.06e-02    2.21e-02    2.6e-06
 468200      1.59e-02    9.93e-02      2.93e-03    1.16e-03      5.72e-03    5.24e-02    2.6e-06
 468300      1.13e-01    3.30e-02      8.34e-04    2.33e-02      5.96e-02    4.03e-07    2.6e-06
 468400      1.04e-01    2.11e-01      1.70e-04    1.33e-01      5.52e-02    5.06e-02    2.6e-06
 468500      8.33e-02    2.31e-01      5.67e-04    2.30e-03      4.40e-02    1.22e-01    2.6e-06
 468600      3.04e-02    1.20e-02      1.68e-03    8.47e-03      1.57e-02    2.07e-06    2.6e-06
 468700      8.01e-02    2.29e-03      2.13e-04    2.30e-03      4.23e-02    3.72e-17    2.6e-06
 468800      2.30e-01    8.27e-02      2.59e-03    4.03e-03      1.21e-01    4.09e-02    2.6e-06
 468900      2.10e-02    6.21e-02      3.32e-03    1.77e-04      8.62e-03    3.28e-02    2.6e-06
 469000      1.85e-02    6.90e-02      1.41e-03    1.25e-03      9.32e-03    3.62e-02    2.6e-06
 469100      8.03e-02    3.27e-02      2.55e-03    3.28e-02      4.13e-02    3.13e-17    2.6e-06
 469200      1.69e-02    1.17e-01      2.90e-03    2.31e-03      6.48e-03    6.12e-02    2.6e-06
 469300      1.22e-01    1.11e-01      8.41e-04    1.23e-03      6.43e-02    5.84e-02    2.6e-06
 469400      1.50e-02    5.03e-02      1.37e-03    3.59e-04      7.37e-03    2.66e-02    2.6e-06
 469500      7.74e-02    1.52e-01      1.80e-03    1.90e-03      4.04e-02    8.03e-02    2.6e-06
 469600      6.31e-02    4.50e-01      1.28e-03    1.46e-02      3.30e-02    2.31e-01    2.6e-06
 469700      2.36e-02    3.19e-02      5.56e-04    3.19e-02      1.24e-02    7.24e-17    2.6e-06
 469800      1.16e-01    5.58e-02      6.15e-04    1.13e-04      6.13e-02    2.95e-02    2.6e-06
 469900      9.85e-02    5.85e-02      7.66e-05    4.04e-03      5.21e-02    2.67e-02    2.6e-06
 470000      2.29e-02    5.72e-02      4.90e-04    5.31e-04      1.21e-02    3.02e-02    2.6e-06
 470100      9.99e-02    6.46e-02      2.56e-03    1.15e-03      5.31e-02    3.47e-02    2.4e-06
 470200      1.31e-01    1.05e-01      2.88e-04    5.16e-04      7.08e-02    5.68e-02    2.4e-06
 470300      1.25e-02    6.23e-03      9.02e-04    4.41e-03      6.47e-03    2.44e-07    2.4e-06
 470400      7.98e-02    5.07e-02      2.19e-03    3.34e-03      4.23e-02    2.40e-02    2.4e-06
 470500      9.81e-02    6.04e-02      3.63e-03    7.20e-04      5.11e-02    3.26e-02    2.4e-06
 470600      8.07e-02    9.86e-02      3.88e-03    6.42e-05      4.08e-02    5.34e-02    2.4e-06
 470700      1.13e-01    2.52e-01      1.21e-03    1.78e-01      6.09e-02    5.43e-03    2.4e-06
 470800      8.81e-02    6.98e-02      2.48e-03    8.47e-05      4.66e-02    3.78e-02    2.4e-06
 470900      9.12e-02    6.98e-02      2.50e-03    8.89e-04      4.83e-02    3.76e-02    2.4e-06
 471000      1.02e-01    1.55e-01      1.90e-03    2.52e-02      5.48e-02    8.18e-02    2.4e-06
 471100      1.02e-01    1.29e-01      8.29e-04    1.88e-03      5.49e-02    6.88e-02    2.4e-06
 471200      2.03e-02    9.93e-03      2.65e-03    9.94e-03      9.37e-03    1.51e-17    2.4e-06
 471300      8.62e-02    1.08e-01      3.17e-04    7.00e-04      4.66e-02    5.82e-02    2.4e-06
 471400      6.68e-02    1.97e-01      1.19e-03    8.33e-04      3.58e-02    1.06e-01    2.4e-06
 471500      2.15e-01    1.12e-01      1.95e-03    2.16e-03      1.16e-01    6.00e-02    2.4e-06
 471600      2.55e-02    1.48e-01      3.70e-03    4.58e-03      1.13e-02    7.81e-02    2.4e-06
 471700      1.03e-01    8.85e-02      2.11e-04    3.06e-03      5.58e-02    4.64e-02    2.4e-06
 471800      2.25e-02    8.11e-02      1.39e-03    1.71e-03      1.18e-02    4.34e-02    2.4e-06
 471900      9.99e-02    7.64e-02      9.57e-04    2.03e-03      5.39e-02    4.05e-02    2.4e-06
 472000      3.35e-02    2.35e-02      1.21e-03    4.97e-04      1.80e-02    1.27e-02    2.4e-06
 472100      1.02e-01    5.55e-02      3.86e-04    2.86e-04      5.53e-02    3.00e-02    2.4e-06
 472200      2.38e-01    4.49e-02      5.85e-03    2.61e-02      1.24e-01    1.38e-02    2.4e-06
 472300      7.96e-02    2.99e-03      4.59e-04    2.12e-03      4.31e-02    6.44e-07    2.4e-06
 472400      8.09e-02    1.02e-01      9.92e-04    8.52e-04      4.36e-02    5.51e-02    2.4e-06
 472500      8.70e-02    6.38e-02      2.50e-03    1.96e-03      4.60e-02    3.36e-02    2.4e-06
 472600      7.35e-02    5.82e-02      6.56e-04    5.51e-04      3.97e-02    3.14e-02    2.4e-06
 472700      1.18e-01    2.12e-02      2.89e-03    1.50e-02      6.28e-02    4.22e-07    2.4e-06
 472800      2.31e-01    2.46e-02      4.59e-04    1.74e-02      1.25e-01    8.17e-07    2.4e-06
 472900      6.99e-02    5.62e-02      1.87e-03    1.97e-03      3.61e-02    2.94e-02    2.4e-06
 473000      1.96e-02    1.59e-02      3.66e-03    1.13e-02      7.10e-03    1.03e-06    2.4e-06
 473100      1.35e-01    7.55e-03      4.05e-03    7.56e-03      7.11e-02    3.97e-17    2.4e-06
 473200      2.34e-02    8.45e-02      1.76e-03    1.12e-03      1.21e-02    4.52e-02    2.4e-06
 473300      2.47e-01    9.27e-02      2.50e-03    4.77e-03      1.33e-01    4.65e-02    2.4e-06
 473400      2.14e-01    6.60e-02      1.99e-03    1.88e-03      1.15e-01    3.49e-02    2.4e-06
 473500      6.82e-02    5.02e-02      8.72e-04    2.74e-04      3.68e-02    2.72e-02    2.4e-06
 473600      9.22e-02    4.14e-02      7.55e-04    2.93e-02      4.98e-02    2.02e-06    2.4e-06
 473700      2.26e-02    1.75e-01      3.78e-03    1.11e-01      9.07e-03    4.18e-02    2.4e-06
 473800      2.03e-01    2.18e-01      7.67e-04    5.78e-03      1.10e-01    1.12e-01    2.4e-06
 473900      1.67e-02    5.18e-02      2.40e-03    7.46e-04      7.39e-03    2.79e-02    2.4e-06
 474000      1.98e-02    6.12e-02      1.56e-04    2.11e-03      1.07e-02    3.21e-02    2.4e-06
 474100      1.05e-01    8.94e-03      9.69e-04    8.95e-03      5.66e-02    3.13e-17    2.4e-06
 474200      6.52e-02    9.55e-02      1.18e-03    6.96e-03      3.50e-02    4.37e-02    2.4e-06
 474300      2.23e-02    7.17e-02      3.27e-04    4.08e-03      1.21e-02    3.53e-02    2.4e-06
 474400      7.78e-02    4.08e-03      1.42e-03    4.09e-03      4.18e-02    1.61e-17    2.4e-06
 474500      1.06e-01    1.92e-01      1.20e-03    9.70e-03      5.73e-02    9.62e-02    2.4e-06
 474600      1.38e-01    3.33e-02      1.18e-03    2.99e-03      7.45e-02    1.68e-02    2.4e-06
 474700      8.77e-02    7.77e-02      2.75e-04    8.51e-04      4.75e-02    4.18e-02    2.4e-06
 474800      9.12e-02    6.65e-02      8.16e-05    4.66e-04      4.94e-02    3.59e-02    2.4e-06
 474900      1.18e-01    3.27e-02      5.47e-03    7.95e-04      5.99e-02    1.76e-02    2.4e-06
 475000      3.15e-02    5.06e-02      1.25e-03    3.43e-03      1.63e-02    2.38e-02    2.4e-06
 475100      1.86e-02    9.83e-02      8.09e-05    1.69e-03      1.03e-02    5.34e-02    2.3e-06
 475200      6.56e-02    1.43e-01      6.60e-04    4.76e-04      3.61e-02    7.91e-02    2.3e-06
 475300      8.38e-02    1.23e-02      2.97e-03    1.23e-02      4.48e-02    8.63e-18    2.3e-06
 475400      2.65e-02    6.96e-02      2.18e-03    4.23e-04      1.39e-02    3.85e-02    2.3e-06
 475500      6.07e-02    1.28e+01      4.57e-05    9.03e+00      3.36e-02    5.29e-01    2.3e-06
 475600      8.34e-02    8.01e-02      1.37e-03    1.83e-03      4.58e-02    4.37e-02    2.3e-06
 475700      7.87e-02    5.54e-02      2.14e-03    3.92e-02      4.27e-02    8.62e-07    2.3e-06
 475800      1.33e-01    1.38e-01      2.67e-04    1.72e-03      7.38e-02    7.55e-02    2.3e-06
 475900      4.19e-02    8.90e-02      7.08e-03    8.07e-04      1.71e-02    4.92e-02    2.3e-06
 476000      2.44e-02    9.11e-02      1.13e-03    2.39e-03      1.33e-02    4.95e-02    2.3e-06
 476100      7.88e-02    1.17e-01      9.77e-04    1.16e-03      4.34e-02    6.43e-02    2.3e-06
 476200      1.22e-01    9.90e-02      2.16e-03    3.07e-03      6.70e-02    5.17e-02    2.3e-06
 476300      1.95e-01    1.61e-01      3.02e-03    6.67e-04      1.06e-01    8.89e-02    2.3e-06
 476400      3.57e-02    8.11e-02      5.01e-03    1.81e-03      1.63e-02    4.35e-02    2.3e-06
 476500      2.83e-02    5.39e-02      1.37e-03    3.34e-04      1.54e-02    2.98e-02    2.3e-06
 476600      3.83e-02    5.72e-02      2.35e-03    7.23e-04      2.06e-02    3.13e-02    2.3e-06
 476700      1.29e-02    3.49e-02      9.33e-04    2.47e-02      6.86e-03    2.31e-06    2.3e-06
 476800      2.14e-01    9.83e-02      2.91e-03    7.80e-04      1.17e-01    5.43e-02    2.3e-06
 476900      3.72e-02    1.48e-02      2.62e-04    1.49e-02      2.06e-02    3.39e-17    2.3e-06
 477000      1.16e-01    5.64e-02      9.37e-04    1.06e-04      6.43e-02    3.12e-02    2.3e-06
 477100      8.75e-02    1.32e-01      2.39e-03    4.77e-03      4.75e-02    5.99e-02    2.3e-06
 477200      8.83e-02    4.49e-02      3.76e-04    1.49e-03      4.88e-02    2.46e-02    2.3e-06
 477300      2.10e-01    1.07e-01      1.07e-03    2.93e-04      1.16e-01    5.91e-02    2.3e-06
 477400      6.40e-02    1.33e-03      1.20e-03    1.34e-03      3.46e-02    1.75e-17    2.3e-06
 477500      1.20e-01    1.02e-01      4.01e-03    3.66e-03      6.44e-02    5.47e-02    2.3e-06
 477600      7.95e-02    7.64e-02      1.73e-03    1.75e-03      4.35e-02    4.17e-02    2.3e-06
 477700      2.18e-02    8.98e-02      4.40e-04    4.12e-04      1.20e-02    4.97e-02    2.3e-06
 477800      1.85e-02    2.14e-02      6.62e-04    2.14e-02      1.01e-02    2.55e-17    2.3e-06
 477900      6.86e-02    9.30e-02      1.59e-04    1.58e-03      3.80e-02    5.05e-02    2.3e-06
 478000      1.17e-01    5.34e-02      1.50e-03    4.56e-03      6.48e-02    2.83e-02    2.3e-06
 478100      2.50e-02    1.98e-01      2.67e-03    2.86e-03      1.25e-02    1.08e-01    2.3e-06
 478200      2.47e-02    8.86e-02      1.01e-03    4.68e-04      1.35e-02    4.90e-02    2.3e-06
 478300      2.42e-02    5.61e-03      2.07e-04    5.62e-03      1.34e-02    3.66e-17    2.3e-06
 478400      1.30e-01    3.38e-03      3.54e-04    2.39e-03      7.18e-02    3.86e-07    2.3e-06
 478500      8.26e-02    6.21e-02      5.49e-04    2.94e-05      4.57e-02    3.44e-02    2.3e-06
 478600      7.66e-02    6.78e-02      6.00e-04    7.43e-04      4.23e-02    3.74e-02    2.3e-06
 478700      3.25e-02    2.84e-03      9.48e-04    2.01e-03      1.79e-02    4.10e-07    2.3e-06
 478800      1.20e-01    9.54e-02      1.70e-03    1.87e-03      6.59e-02    5.23e-02    2.3e-06
 478900      1.84e-02    1.31e-01      1.69e-03    2.40e-03      9.46e-03    7.18e-02    2.3e-06
 479000      2.46e-01    6.28e-02      3.74e-03    3.04e-04      1.34e-01    3.47e-02    2.3e-06
 479100      7.96e-02    2.80e-02      2.92e-03    2.81e-02      4.25e-02    3.51e-17    2.3e-06
 479200      1.19e-01    1.57e-01      1.10e-03    3.90e-03      6.59e-02    8.56e-02    2.3e-06
 479300      3.89e-02    5.29e-02      1.50e-03    5.24e-04      2.13e-02    2.92e-02    2.3e-06
 479400      8.72e-02    5.46e-02      2.26e-03    1.69e-03      4.74e-02    2.94e-02    2.3e-06
 479500      8.31e-02    1.75e-01      3.35e-03    1.22e-01      4.39e-02    1.79e-02    2.3e-06
 479600      9.54e-02    7.30e-02      2.49e-03    1.54e-04      5.19e-02    4.04e-02    2.3e-06
 479700      2.76e-02    2.85e-04      2.54e-03    2.02e-04      1.42e-02    4.20e-07    2.3e-06
 479800      9.70e-02    1.25e-01      2.02e-03    2.16e-03      5.31e-02    6.89e-02    2.3e-06
 479900      2.28e-02    1.04e-02      3.48e-03    1.04e-02      1.00e-02    6.50e-17    2.3e-06
 480000      8.51e-02    6.09e-02      3.42e-03    2.49e-03      4.50e-02    3.22e-02    2.3e-06
 480100      6.03e-02    7.10e-03      1.23e-03    5.02e-03      3.37e-02    4.89e-07    2.1e-06
 480200      7.14e-02    1.44e-01      2.87e-03    2.07e-03      3.86e-02    8.06e-02    2.1e-06
 480300      2.36e-01    1.03e-01      2.52e-05    2.03e-03      1.34e-01    5.78e-02    2.1e-06
 480400      2.00e-01    1.20e-02      3.64e-03    1.21e-02      1.11e-01    2.20e-17    2.1e-06
 480500      1.03e-01    2.83e-05      2.85e-04    2.01e-05      5.84e-02    8.79e-08    2.1e-06
 480600      3.13e-02    8.26e-03      6.72e-03    5.85e-03      9.15e-03    1.15e-07    2.1e-06
 480700      6.68e-02    4.63e-02      3.94e-04    3.77e-03      3.78e-02    2.51e-02    2.1e-06
 480800      1.45e-02    8.53e-02      4.93e-04    1.03e-03      8.14e-03    4.81e-02    2.1e-06
 480900      1.23e-02    5.83e-02      3.99e-04    1.01e-03      6.90e-03    3.28e-02    2.1e-06
 481000      1.06e-01    5.08e-02      3.11e-03    6.36e-04      5.84e-02    2.86e-02    2.1e-06
 481100      1.51e-02    5.48e-02      1.62e-03    1.77e-03      7.74e-03    3.01e-02    2.1e-06
 481200      2.35e-01    8.25e-02      4.77e-03    1.70e-03      1.30e-01    4.62e-02    2.1e-06
 481300      9.96e-02    8.54e-03      3.81e-03    6.05e-03      5.42e-02    2.96e-06    2.1e-06
 481400      1.92e-01    1.51e-03      6.63e-04    1.52e-03      1.09e-01    1.26e-17    2.1e-06
 481500      8.54e-02    2.22e-02      2.39e-03    2.46e-03      4.73e-02    1.13e-02    2.1e-06
 481600      2.37e-02    1.81e-01      4.31e-03    3.34e-03      9.23e-03    9.99e-02    2.1e-06
 481700      1.16e-02    7.43e-02      8.28e-04    1.51e-04      6.31e-03    4.21e-02    2.1e-06
 481800      2.47e-02    6.47e-02      1.50e-03    1.84e-03      1.35e-02    3.47e-02    2.1e-06
 481900      1.01e-01    7.27e-02      2.23e-04    2.32e-03      5.72e-02    4.00e-02    2.1e-06
 482000      8.05e-02    8.74e-02      8.32e-04    4.61e-05      4.54e-02    4.95e-02    2.1e-06
 482100      6.77e-02    1.02e-01      2.79e-04    2.88e-03      3.83e-02    5.62e-02    2.1e-06
 482200      1.06e-01    7.08e-02      1.79e-03    1.32e-03      5.96e-02    3.97e-02    2.1e-06
 482300      8.00e-02    1.19e-01      2.25e-03    4.55e-03      4.43e-02    6.49e-02    2.1e-06
 482400      9.60e-02    7.25e-02      3.62e-03    1.63e-04      5.23e-02    4.11e-02    2.1e-06
 482500      5.80e-02    1.51e-01      6.74e-04    4.75e-03      3.27e-02    8.30e-02    2.1e-06
 482600      2.43e-02    1.60e-02      4.91e-03    1.13e-02      8.14e-03    2.49e-06    2.1e-06
 482700      1.04e-01    4.15e-02      4.70e-03    4.16e-02      5.56e-02    3.58e-17    2.1e-06
 482800      1.13e-01    8.48e-02      3.61e-03    9.20e-04      6.24e-02    4.77e-02    2.1e-06
 482900      5.82e-02    1.15e-01      1.81e-03    1.08e-03      3.21e-02    6.50e-02    2.1e-06
 483000      1.96e-01    2.06e-03      2.21e-04    2.06e-03      1.11e-01    2.40e-17    2.1e-06
 483100      7.11e-02    6.46e-03      1.22e-03    6.47e-03      3.99e-02    3.82e-17    2.1e-06
 483200      6.62e-02    2.43e-02      9.48e-04    1.72e-02      3.70e-02    1.47e-06    2.1e-06
 483300      3.30e-02    2.00e-02      1.75e-03    2.00e-02      1.83e-02    5.26e-17    2.1e-06
 483400      2.33e-01    2.76e-03      2.31e-03    2.76e-03      1.31e-01    3.66e-17    2.1e-06
 483500      2.07e-02    7.69e-03      2.43e-03    7.70e-03      1.03e-02    9.05e-18    2.1e-06
 483600      5.98e-02    2.33e-02      1.33e-03    2.33e-02      3.34e-02    1.63e-17    2.1e-06
 483700      1.66e-02    1.03e-01      2.44e-04    9.37e-05      9.40e-03    5.84e-02    2.1e-06
 483800      1.05e-01    1.13e-02      3.08e-05    7.99e-03      5.95e-02    1.01e-06    2.1e-06
 483900      1.87e-01    1.52e-01      3.57e-03    1.27e-03      1.05e-01    8.56e-02    2.1e-06
 484000      2.03e-01    9.40e-02      7.46e-04    9.84e-04      1.15e-01    5.31e-02    2.1e-06
 484100      7.64e-02    2.18e-01      2.35e-03    8.81e-04      4.21e-02    1.23e-01    2.1e-06
 484200      9.62e-02    3.78e-03      1.85e-03    2.68e-03      5.39e-02    2.44e-07    2.1e-06
 484300      8.18e-02    1.71e-02      4.02e-03    1.71e-02      4.32e-02    3.87e-17    2.1e-06
 484400      1.95e-02    6.07e-02      3.01e-03    9.23e-04      8.66e-03    3.42e-02    2.1e-06
 484500      2.49e-02    1.14e-01      2.02e-04    1.61e-04      1.41e-02    6.45e-02    2.1e-06
 484600      7.65e-02    1.67e-02      1.69e-03    1.61e-03      4.27e-02    8.69e-03    2.1e-06
 484700      7.18e-02    9.45e-02      1.11e-03    1.97e-05      4.04e-02    5.35e-02    2.1e-06
 484800      7.18e-02    9.27e-02      2.49e-03    2.76e-04      3.93e-02    5.24e-02    2.1e-06
 484900      2.78e-02    2.53e-03      4.52e-03    2.53e-03      1.20e-02    2.99e-17    2.1e-06
 485000      6.55e-02    6.44e-02      1.34e-04    2.55e-03      3.70e-02    3.49e-02    2.1e-06
 485100      9.97e-02    4.19e-02      7.06e-04    2.97e-02      5.76e-02    3.38e-06    2.0e-06
 485200      1.74e-02    1.03e-01      2.41e-03    1.85e-03      8.40e-03    5.85e-02    2.0e-06
 485300      4.27e-02    3.61e-04      9.55e-03    3.62e-04      1.11e-02    1.11e-17    2.0e-06
